category	file	line	text
offset-size-arithmetic	libclamav/crtmgr.c	262	    memcpy(i->subject, x509->subject, sizeof(i->subject));
offset-size-arithmetic	libclamav/crtmgr.c	263	    memcpy(i->serial, x509->serial, sizeof(i->serial));
offset-size-arithmetic	libclamav/crtmgr.c	264	    memcpy(i->issuer, x509->issuer, sizeof(i->issuer));
offset-size-arithmetic	libclamav/crtmgr.c	265	    memcpy(i->tbshash, x509->tbshash, sizeof(i->tbshash));
offset-size-arithmetic	libclamav/crtmgr.c	353	        flen--;
offset-size-arithmetic	libclamav/crtmgr.c	356	    if ((num != (flen + 1)) || (*(p++) != 0x01)) {
offset-size-arithmetic	libclamav/crtmgr.c	362	    j = flen - 1; /* one for type. */
offset-size-arithmetic	libclamav/crtmgr.c	409	    keylen = BN_num_bytes(x509->n);
offset-size-arithmetic	libclamav/crtmgr.c	449	    int keylen = BN_num_bytes(x509->n), siglen = BN_num_bytes(sig);
offset-size-arithmetic	libclamav/crtmgr.c	471	    if (MAX(keylen, siglen) - MIN(keylen, siglen) > 1) {
offset-size-arithmetic	libclamav/crtmgr.c	489	        if (len < 2 || d[j] != 0x30 || d[j + 1] != len - 2) {
offset-size-arithmetic	libclamav/crtmgr.c	493	        len -= 2;
offset-size-arithmetic	libclamav/crtmgr.c	501	        objlen = d[j + 1];
offset-size-arithmetic	libclamav/crtmgr.c	503	        len -= 2;
offset-size-arithmetic	libclamav/crtmgr.c	510	            // Check for OID type indicating a length of 5, OID_sha1, and the NULL type/value
offset-size-arithmetic	libclamav/crtmgr.c	516	            // Check for OID type indicating a length of 8, OID_md5, and the NULL type/value
offset-size-arithmetic	libclamav/crtmgr.c	523	                // Check for OID type indicating a length of 9, OID_sha256, and the NULL type/value
offset-size-arithmetic	libclamav/crtmgr.c	530	                // Check for OID type indicating a length of 9, OID_sha384, and the NULL type/value
offset-size-arithmetic	libclamav/crtmgr.c	537	                // Check for OID type indicating a length of 9, OID_sha512, and the NULL type/value
offset-size-arithmetic	libclamav/crtmgr.c	552	        len -= objlen;
offset-size-arithmetic	libclamav/crtmgr.c	554	        if (len < 2 || d[j] != 0x04 || d[j + 1] != hashlen) {
offset-size-arithmetic	libclamav/crtmgr.c	559	        len -= 2;
offset-size-arithmetic	libclamav/crtmgr.c	606	            !memcmp(i->subject, x509->issuer, sizeof(i->subject)) &&
offset-size-arithmetic	libclamav/crtmgr.c	611	            possible++;
offset-size-arithmetic	libclamav/crtmgr.c	628	cli_crt *crtmgr_verify_pkcs7(crtmgr *m, const uint8_t *issuer, const uint8_t *serial, const void *signature, unsigned int signature_len, cli_crt_hashtype hashtype, const uint8_t *refhash, cli_vrfy_type vrfytype)
offset-size-arithmetic	libclamav/crtmgr.c	633	    if (signature_len < 1024 / 8 || signature_len > 4096 / 8 + 1) {
offset-size-arithmetic	libclamav/crtmgr.c	649	        if (!memcmp(i->issuer, issuer, sizeof(i->issuer)) &&
offset-size-arithmetic	libclamav/crtmgr.c	650	            !memcmp(i->serial, serial, sizeof(i->serial))) {
offset-size-arithmetic	libclamav/crtmgr.c	66	    memset(x509, 0, sizeof(*x509));
offset-size-arithmetic	libclamav/crtmgr.h	46	   map_raw) */
offset-size-arithmetic	libclamav/crtmgr.h	95	cli_crt *crtmgr_verify_pkcs7(crtmgr *m, const uint8_t *issuer, const uint8_t *serial, const void *signature, unsigned int signature_len, cli_crt_hashtype hashtype, const uint8_t *refhash, cli_vrfy_type vrfytype);
offset-size-arithmetic	libclamav/crypto.c	1086	unsigned char *cl_sha512(const void *buf, size_t len, unsigned char *obuf, unsigned int *olen)
offset-size-arithmetic	libclamav/crypto.c	1091	unsigned char *cl_sha384(const void *buf, size_t len, unsigned char *obuf, unsigned int *olen)
offset-size-arithmetic	libclamav/crypto.c	1096	unsigned char *cl_sha256(const void *buf, size_t len, unsigned char *obuf, unsigned int *olen)
offset-size-arithmetic	libclamav/crypto.c	1101	unsigned char *cl_sha1(const void *buf, size_t len, unsigned char *obuf, unsigned int *olen)
offset-size-arithmetic	libclamav/crypto.c	1106	int cl_verify_signature_hash(EVP_PKEY *pkey, const char *alg, unsigned char *sig, unsigned int siglen, unsigned char *digest)
offset-size-arithmetic	libclamav/crypto.c	1189	int cl_verify_signature(EVP_PKEY *pkey, const char *alg, unsigned char *sig, unsigned int siglen, unsigned char *data, size_t datalen, int decode)
offset-size-arithmetic	libclamav/crypto.c	1271	int cl_verify_signature_hash_x509_keyfile(char *x509path, const char *alg, unsigned char *sig, unsigned int siglen, unsigned char *digest)
offset-size-arithmetic	libclamav/crypto.c	1329	int cl_verify_signature_x509_keyfile(char *x509path, const char *alg, unsigned char *sig, unsigned int siglen, unsigned char *data, size_t datalen, int decode)
offset-size-arithmetic	libclamav/crypto.c	1358	int cl_verify_signature_hash_x509(X509 *x509, const char *alg, unsigned char *sig, unsigned int siglen, unsigned char *digest)
offset-size-arithmetic	libclamav/crypto.c	1390	int cl_verify_signature_x509(X509 *x509, const char *alg, unsigned char *sig, unsigned int siglen, unsigned char *data, size_t datalen, int decode)
offset-size-arithmetic	libclamav/crypto.c	1484	        siglen = (unsigned int)strlen((const char *)newsig);
offset-size-arithmetic	libclamav/crypto.c	1569	        t = (char **)realloc(authorities, sizeof(char **) * (nauths + 1));
offset-size-arithmetic	libclamav/crypto.c	1582	        authorities[nauths] = (char *)malloc(strlen(tsdir) + strlen(dirent->d_name) + 2);
offset-size-arithmetic	libclamav/crypto.c	1601	    t = (char **)realloc(authorities, sizeof(char **) * (nauths + 1));
offset-size-arithmetic	libclamav/crypto.c	175	 * @param data_len          The length of the to-be-hashed data.
offset-size-arithmetic	libclamav/crypto.c	191	    size_t *hash_len,
offset-size-arithmetic	libclamav/crypto.c	286	            data_len - cur);
offset-size-arithmetic	libclamav/crypto.c	496	    size_t *hash_len,
offset-size-arithmetic	libclamav/crypto.c	511	    required_hash_len = (size_t)EVP_MD_CTX_size((EVP_MD_CTX *)ctx);
offset-size-arithmetic	libclamav/crypto.c	585	    size_t *hash_len,
offset-size-arithmetic	libclamav/crypto.c	705	    if (lseek(fd, offset, SEEK_SET) == (off_t)-1) {
offset-size-arithmetic	libclamav/crypto.c	712	        blocksize = MIN(blocksize, length - byte_read);
offset-size-arithmetic	libclamav/crypto.c	790	unsigned char *cl_hash_data(const char *alg, const void *buf, size_t len, unsigned char *obuf, unsigned int *olen)
offset-size-arithmetic	libclamav/crypto.c	871	        size_t todo = MIN((unsigned long)EVP_MD_block_size(md), (unsigned long)(len - cur));
offset-size-arithmetic	libclamav/cvd.c	100	        z_off_t current = gzseek(dbio->gzs, 0, SEEK_CUR);
offset-size-arithmetic	libclamav/cvd.c	1054	        if (strcmp(path + path_len - strlen(PATHSEP), PATHSEP) == 0) {
offset-size-arithmetic	libclamav/cvd.c	107	        *off = ftello(dbio->fs);
offset-size-arithmetic	libclamav/cvd.c	1074	            snprintf(fname, sizeof(fname) - 1, "%s%s", path, dent->d_name);
offset-size-arithmetic	libclamav/cvd.c	1076	            snprintf(fname, sizeof(fname) - 1, "%s" PATHSEP "%s", path, dent->d_name);
offset-size-arithmetic	libclamav/cvd.c	131	    distance = (current == off) ? (off_t)size + (off_t)pad : (off_t)pad;
offset-size-arithmetic	libclamav/cvd.c	136	        if (gzseek(dbio->gzs, (z_off_t)distance, SEEK_CUR) < 0)
offset-size-arithmetic	libclamav/cvd.c	140	        if (fseeko(dbio->fs, distance, SEEK_CUR) != 0)
offset-size-arithmetic	libclamav/cvd.c	143	        if (distance > LONG_MAX || fseek(dbio->fs, (long)distance, SEEK_CUR) != 0)
offset-size-arithmetic	libclamav/cvd.c	249	            cli_errmsg("cli_tgzload: Missing end-of-archive block\n");
offset-size-arithmetic	libclamav/cvd.c	297	        strncpy(osize, block + 124, 12);
offset-size-arithmetic	libclamav/cvd.c	305	        dbio->readsize = dbio->size < dbio->bufsize ? dbio->size : dbio->bufsize - 1;
offset-size-arithmetic	libclamav/cvd.c	341	                if (db->size != dbio->bread) {
offset-size-arithmetic	libclamav/cvd.c	358	        pad = size % TAR_BLOCKSIZE ? (TAR_BLOCKSIZE - (size % TAR_BLOCKSIZE)) : 0;
offset-size-arithmetic	libclamav/cvd.c	628	        dupname[strlen(dupname) - 2] = (dbtype == CVD_TYPE_CLD ? 'v' : 'l');
offset-size-arithmetic	libclamav/cvd.c	663	            cli_warnmsg("***   Please update it as soon as possible.    ***\n");
offset-size-arithmetic	libclamav/cvd.c	97	static cl_error_t cli_tgzload_tell(int comp, struct cli_dbio *dbio, off_t *off)
offset-size-arithmetic	libclamav/dconf.c	44	    uint8_t state;     /* default state (on/off) */
offset-size-arithmetic	libclamav/disasm-common.h	152	    OP_PUSHAD,      /**< Push All Double General Purpose Registers */
offset-size-arithmetic	libclamav/disasm-common.h	157	    OP_POPAD, /**< Pop All Double General Purpose Registers from the Stack */
offset-size-arithmetic	libclamav/disasm-common.h	329	    SIZEB,  /**< Byte size access */
offset-size-arithmetic	libclamav/disasm-common.h	330	    SIZEW,  /**< Word size access */
offset-size-arithmetic	libclamav/disasm-common.h	331	    SIZED,  /**< Doubleword size access */
offset-size-arithmetic	libclamav/disasm.c	1095	  PUSHOP(0xb2, ADDR_MRM_GEN_GM, SIZE_WD, ADDR_NOADDR, SIZE_NOSIZE, OP_LSS), /* FIXME: mem size is F/D */
offset-size-arithmetic	libclamav/disasm.c	1097	  PUSHOP(0xb4, ADDR_MRM_GEN_GM, SIZE_WD, ADDR_NOADDR, SIZE_NOSIZE, OP_LFS), /* FIXME: mem size is F/D */
offset-size-arithmetic	libclamav/disasm.c	1098	  PUSHOP(0xb5, ADDR_MRM_GEN_GM, SIZE_WD, ADDR_NOADDR, SIZE_NOSIZE, OP_LGS), /* FIXME: mem size is F/D */
offset-size-arithmetic	libclamav/disasm.c	1218	                hr += sprintf(hr, "%s %s ptr ", comma, dis_size[s->args[i].size]);
offset-size-arithmetic	libclamav/disasm.c	1260	    if (len--) {      \
offset-size-arithmetic	libclamav/disasm.c	1267	static const uint8_t *disasm_x86(const uint8_t *command, unsigned int len, struct DISASMED *s)
offset-size-arithmetic	libclamav/disasm.c	1377	                        /* FIXME: signextend to dword */
offset-size-arithmetic	libclamav/disasm.c	1391	                        /* FIXME: signextend to dword */
offset-size-arithmetic	libclamav/disasm.c	1413	                        assert(x86ops[table][s->table_op].dsize != SIZE_BYTE && x86ops[table][s->table_op].dsize != SIZE_BYTEH);
offset-size-arithmetic	libclamav/disasm.c	1421	                        s->args[0].reg    = regmap[GETSIZE(dsize)][x86ops[table][s->table_op].dmethod];
offset-size-arithmetic	libclamav/disasm.c	1438	                        assert(x86ops[table][s->table_op].dsize < SIZE_NOSIZE && s->opsize < 2);
offset-size-arithmetic	libclamav/disasm.c	1439	                        sz = sizemap[x86ops[table][s->table_op].dsize][s->opsize];
offset-size-arithmetic	libclamav/disasm.c	1441	                        s->args[0].size = sz >> 1; /* FIXME: size does matter - 6aff vs 666aff :( */
offset-size-arithmetic	libclamav/disasm.c	1507	                                s->args[reversed].size += (s->opsize == 0);
offset-size-arithmetic	libclamav/disasm.c	1510	                                s->args[reversed].size++;
offset-size-arithmetic	libclamav/disasm.c	1521	                        /* MOVZX size fixxup */
offset-size-arithmetic	libclamav/disasm.c	1523	                            s->args[reversed].size = SIZEB + (s->table_op & 1);
offset-size-arithmetic	libclamav/disasm.c	1532	                                assert(opcache < (sizeof(extra_1a) / sizeof(extra_1a[0][0])));
offset-size-arithmetic	libclamav/disasm.c	1533	                                s->args[0].size += extra_1a[opcache][rop].addsz;
offset-size-arithmetic	libclamav/disasm.c	1604	                            assert(opcache < (sizeof(extra_1a) / sizeof(extra_1a[0][0])));
offset-size-arithmetic	libclamav/disasm.c	1605	                            s->args[0].size += extra_1a[opcache][rop].addsz;
offset-size-arithmetic	libclamav/disasm.c	1622	                        assert((x86ops[table][s->table_op].dsize == SIZE_BYTE || x86ops[table][s->table_op].dsize == SIZE_WD) && s->adsize < 2);
offset-size-arithmetic	libclamav/disasm.c	1623	                        sz = sizemap[SIZE_WD][s->adsize];
offset-size-arithmetic	libclamav/disasm.c	1626	                        s->args[0].size = sizemap[x86ops[table][s->table_op].dsize][s->opsize];
offset-size-arithmetic	libclamav/disasm.c	1628	                        s->args[0].size >>= 1;
offset-size-arithmetic	libclamav/disasm.c	1653	                        assert((x86ops[table][s->table_op].ssize == SIZE_WD || x86ops[table][s->table_op].ssize == SIZE_BYTE) && s->opsize < 2);
offset-size-arithmetic	libclamav/disasm.c	1654	                        sz                   = sizemap[x86ops[table][s->table_op].ssize][s->opsize];
offset-size-arithmetic	libclamav/disasm.c	1655	                        s->args[s->cur].size = sz >> 1;
offset-size-arithmetic	libclamav/disasm.c	1671	                        s->args[s->cur].reg    = regmap[GETSIZE(ssize)][x86ops[table][s->table_op].smethod];
offset-size-arithmetic	libclamav/disasm.c	1685	                        assert((x86ops[table][s->table_op].ssize == SIZE_BYTE || x86ops[table][s->table_op].ssize == SIZE_WD) && s->adsize < 2);
offset-size-arithmetic	libclamav/disasm.c	1686	                        sz = sizemap[SIZE_WD][s->adsize];
offset-size-arithmetic	libclamav/disasm.c	1689	                        s->args[1].size = sizemap[x86ops[table][s->table_op].ssize][s->opsize];
offset-size-arithmetic	libclamav/disasm.c	1691	                        s->args[1].size >>= 1;
offset-size-arithmetic	libclamav/disasm.c	1726	    memset(&w->extra[0], 0, sizeof(w->extra));
offset-size-arithmetic	libclamav/disasm.c	1770	    while (len && counter++ < 200) {
offset-size-arithmetic	libclamav/disasm.c	1776	        len -= next - buff;
offset-size-arithmetic	libclamav/disasm.c	83	static const uint8_t sizemap[SIZE_NOSIZE+1][2] = {
offset-size-arithmetic	libclamav/disasm.c	842	  PUSHOP(0xc4, ADDR_MRM_GEN_GM, SIZE_WD, ADDR_NOADDR, SIZE_NOSIZE, OP_LES), /* FIXME: mem size is F/D */
offset-size-arithmetic	libclamav/disasm.c	843	  PUSHOP(0xc5, ADDR_MRM_GEN_GM, SIZE_WD, ADDR_NOADDR, SIZE_NOSIZE, OP_LDS), /* FIXME: mem size is F/D */
offset-size-arithmetic	libclamav/disasm.c	908	  PUSHOP(0x02, ADDR_MRM_GEN_GE, SIZE_WD, ADDR_NOADDR, SIZE_NOSIZE, OP_LAR), /* FIXME: ssize is always W */
offset-size-arithmetic	libclamav/disasm.c	909	  PUSHOP(0x03, ADDR_MRM_GEN_GE, SIZE_WD, ADDR_NOADDR, SIZE_NOSIZE, OP_LSL), /* FIXME: ssize is always W */
offset-size-arithmetic	libclamav/dlp.c	196	    if (length > 19 + pad_allowance) /* max credit card length is 19, with allowance for punctuation */
offset-size-arithmetic	libclamav/dlp.c	197	        length = 19 + pad_allowance;
offset-size-arithmetic	libclamav/dlp.c	199	    /* Look for possible 6 digit IIN */
offset-size-arithmetic	libclamav/dlp.c	222	    for (/*same 'i' from previous for-loop*/; i < length && digits < iin->card_max; i++) {
offset-size-arithmetic	libclamav/dlp.c	265	    end = buffer + length;
offset-size-arithmetic	libclamav/dlp.c	270	            if ((idx == buffer || !isdigit(idx[-1])) && dlp_is_valid_cc(idx, length - (idx - buffer), cc_only) == 1) {
offset-size-arithmetic	libclamav/dlp.c	278	                    idx += (length > 15 ? 15 : (length - 1));
offset-size-arithmetic	libclamav/dlp.c	352	    /* start validating */
offset-size-arithmetic	libclamav/dlp.c	389	    end = buffer + length;
offset-size-arithmetic	libclamav/dlp.c	394	            if ((idx == buffer || !isdigit(idx[-1])) && dlp_is_valid_ssn(idx, length - (idx - buffer), format) == 1) {
offset-size-arithmetic	libclamav/dlp.c	431	    return (dlp_get_stripped_ssn_count(buffer, length) + dlp_get_normal_ssn_count(buffer, length));
offset-size-arithmetic	libclamav/dlp.c	470	/*  Purpose: To provide Snort and ClamAV the ability to     */
offset-size-arithmetic	libclamav/dlp.c	551	    }                 /*  end if switch(bank_code)    */
offset-size-arithmetic	libclamav/dlp.c	554	} /*  end function is_bank_code_valid()   */
offset-size-arithmetic	libclamav/dlp.c	570	    if (buffer == NULL || length < 9) /* if the buffer is empty or  */
offset-size-arithmetic	libclamav/dlp.c	571	        return 0;                     /* the length is less than 9, it's not valid    */
offset-size-arithmetic	libclamav/dlp.c	609	    if (buffer == NULL || length < 9) /* if the buffer is empty or  */
offset-size-arithmetic	libclamav/dlp.c	610	        return 0;                     /* the length is less than 9, it's not valid    */
offset-size-arithmetic	libclamav/dlp.c	638	    if (buffer == NULL || length < 9) /* if the buffer is empty or    */
offset-size-arithmetic	libclamav/dlp.c	639	        return 0;                     /* the length is < 9, it's not valid    */
offset-size-arithmetic	libclamav/dlp.h	144	#endif /* __DLP_H_ */
offset-size-arithmetic	libclamav/dmg.c	1005	        start += records;
offset-size-arithmetic	libclamav/dmg.c	1026	        source_map = fmap_new(source_fd, 0, source_length, "dmg-sort-source", NULL);
offset-size-arithmetic	libclamav/dmg.c	1041	        next_source_length = destination_fd == mish_set->metadata_fd
offset-size-arithmetic	libclamav/dmg.c	1053	        source_map = fmap_new(source_fd, 0, source_length, "dmg-sort-final", NULL);
offset-size-arithmetic	libclamav/dmg.c	1099	/* Safely track sector sizes for output estimate */
offset-size-arithmetic	libclamav/dmg.c	1166	        size_t next_write = (size_t)MIN(expected - written, (uint64_t)sizeof(obuf));
offset-size-arithmetic	libclamav/dmg.c	1187	    uint64_t off       = dmg_current_stripe(mish_set, index)->dataOffset;
offset-size-arithmetic	libclamav/dmg.c	1225	        off += window_len;
offset-size-arithmetic	libclamav/dmg.c	1237	    uint64_t off       = dmg_current_stripe(mish_set, index)->dataOffset;
offset-size-arithmetic	libclamav/dmg.c	1288	            off += window_len;
offset-size-arithmetic	libclamav/dmg.c	1297	        produced       = sizeof(obuf) - strm.avail_out;
offset-size-arithmetic	libclamav/dmg.c	132	                                     size_t *window_len, int *read_failed)
offset-size-arithmetic	libclamav/dmg.c	1345	    uint64_t off         = dmg_current_stripe(mish_set, index)->dataOffset;
offset-size-arithmetic	libclamav/dmg.c	1394	            off += window_len;
offset-size-arithmetic	libclamav/dmg.c	1402	        produced       = sizeof(obuf) - strm.avail_out;
offset-size-arithmetic	libclamav/dmg.c	145	    if ((size_t)offset > ctx->fmap->len || *window_len > ctx->fmap->len - (size_t)offset) {
offset-size-arithmetic	libclamav/dmg.c	1450	    uint64_t off         = dmg_current_stripe(mish_set, index)->dataOffset;
offset-size-arithmetic	libclamav/dmg.c	149	    window      = fmap_need_off_once(ctx->fmap, (size_t)offset, *window_len);
offset-size-arithmetic	libclamav/dmg.c	1502	            off += window_len;
offset-size-arithmetic	libclamav/dmg.c	1510	        produced       = sizeof(obuf) - strm.avail_out;
offset-size-arithmetic	libclamav/dmg.c	1565	    /* UDIF chunk offsets are relative to both the koly data-fork offset and
offset-size-arithmetic	libclamav/dmg.c	1613	    /* First loop, fix endian-ness and check if already sorted. A large
offset-size-arithmetic	libclamav/dmg.c	1628	                   mishblocknum, i, stripe->type, stripe->startSector, stripe->sectorCount,
offset-size-arithmetic	libclamav/dmg.c	1631	            if (have_previous_start && sorted && stripe->startSector < previous_start) {
offset-size-arithmetic	libclamav/dmg.c	1635	            previous_start      = stripe->startSector;
offset-size-arithmetic	libclamav/dmg.c	1705	    projected_size = totalSectors * DMG_SECTOR_SIZE;
offset-size-arithmetic	libclamav/dmg.c	1725	    snprintf(outfile, sizeof(outfile) - 1, "%s" PATHSEP "dmg%02u", dir, mishblocknum);
offset-size-arithmetic	libclamav/dmg.c	1726	    outfile[sizeof(outfile) - 1] = '\0';
offset-size-arithmetic	libclamav/dmg.c	173	    if (!written || !buffer || *written > expected || (uint64_t)length > expected - *written) {
offset-size-arithmetic	libclamav/dmg.c	1809	    namelen = strlen(dir) + 1 + 7 + 1;
offset-size-arithmetic	libclamav/dmg.c	1827	    offset    = hdr->xmlOffset;
offset-size-arithmetic	libclamav/dmg.c	1839	                          ? (size_t)-1
offset-size-arithmetic	libclamav/dmg.c	1844	            ret = read_result == (size_t)-1 ? CL_EREAD : CL_EPARSE;
offset-size-arithmetic	libclamav/dmg.c	1860	        offset += wanted;
offset-size-arithmetic	libclamav/dmg.c	214	    maplen = ctx->fmap->len;
offset-size-arithmetic	libclamav/dmg.c	220	    pos = maplen - 512;
offset-size-arithmetic	libclamav/dmg.c	227	        return trailer_read == (size_t)-1 ? CL_EREAD : CL_EPARSE;
offset-size-arithmetic	libclamav/dmg.c	242	        hdr.dataForkLength > (uint64_t)maplen - hdr.dataForkOffset) {
offset-size-arithmetic	libclamav/dmg.c	261	        hdr.xmlOffset > (uint64_t)maplen - hdr.xmlLength) {
offset-size-arithmetic	libclamav/dmg.c	293	    /* Always scan the complete XML range with the outer raw matchers. */
offset-size-arithmetic	libclamav/dmg.c	322	     * from that spool instead of imposing an independent small cap. */
offset-size-arithmetic	libclamav/dmg.c	326	                                                                sizeof(dmg_xml_keys) / sizeof(dmg_xml_keys[0]),
offset-size-arithmetic	libclamav/dmg.c	340	                                size_t decoded_len, struct dmg_mish_with_stripes *mish_set)
offset-size-arithmetic	libclamav/dmg.c	373	    mish_set->mish->startSector    = be64_to_host(mish_set->mish->startSector);
offset-size-arithmetic	libclamav/dmg.c	386	               mish_set->mish->startSector, mish_set->mish->sectorCount,
offset-size-arithmetic	libclamav/dmg.c	389	    expected_len = (uint64_t)sizeof(struct dmg_mish_block) +
offset-size-arithmetic	libclamav/dmg.c	423	        end_count++;
offset-size-arithmetic	libclamav/dmg.c	424	        if (end_count != 1 || i + 1 != mish_set->mish->blockDataCount ||
offset-size-arithmetic	libclamav/dmg.c	451	        stripe->startSector = be64_to_host(stripe->startSector);
offset-size-arithmetic	libclamav/dmg.c	470	    if ((uint64_t)sizeof(struct dmg_mish_block) > UINT64_MAX -
offset-size-arithmetic	libclamav/dmg.c	475	    offset = (uint64_t)sizeof(struct dmg_mish_block) +
offset-size-arithmetic	libclamav/dmg.c	481	    read_result = fmap_readn_full(mish_set->metadata_map, stripe, (size_t)offset, sizeof(*stripe));
offset-size-arithmetic	libclamav/dmg.c	482	    if (read_result != sizeof(*stripe)) {
offset-size-arithmetic	libclamav/dmg.c	484	        return read_result == (size_t)-1 ? CL_EREAD : CL_EPARSE;
offset-size-arithmetic	libclamav/dmg.c	488	    stripe->startSector = be64_to_host(stripe->startSector);
offset-size-arithmetic	libclamav/dmg.c	496	                                 size_t decoded_len, struct dmg_mish_with_stripes *mish_set)
offset-size-arithmetic	libclamav/dmg.c	509	    memset(mish_set, 0, sizeof(*mish_set));
offset-size-arithmetic	libclamav/dmg.c	512	    mish_set->metadata_map = fmap_new(fd, 0, decoded_len, "dmg-mish", NULL);
offset-size-arithmetic	libclamav/dmg.c	540	    expected_len = (uint64_t)sizeof(struct dmg_mish_block) +
offset-size-arithmetic	libclamav/dmg.c	543	        cli_dbgmsg("dmg_parse_mish_stream: block %u has an invalid decoded length\n", *mishblocknum);
offset-size-arithmetic	libclamav/dmg.c	571	        end_count++;
offset-size-arithmetic	libclamav/dmg.c	572	        if (end_count != 1 || i + 1 != header.blockDataCount || stripe.sectorCount != 0 ||
offset-size-arithmetic	libclamav/dmg.c	651	    if (lseek(fd, 0, SEEK_SET) == (off_t)-1) {
offset-size-arithmetic	libclamav/dmg.c	657	    if (nread == (size_t)-1 || nread != decoded_len) {
offset-size-arithmetic	libclamav/dmg.c	706	    if (a->startSector < b->startSector)
offset-size-arithmetic	libclamav/dmg.c	708	    if (a->startSector > b->startSector)
offset-size-arithmetic	libclamav/dmg.c	716	    uint64_t a_start               = be64_to_host(a->startSector);
offset-size-arithmetic	libclamav/dmg.c	717	    uint64_t b_start               = be64_to_host(b->startSector);
offset-size-arithmetic	libclamav/dmg.c	747	    if (reader->position < reader->count) {
offset-size-arithmetic	libclamav/dmg.c	759	    records = (size_t)MIN(reader->end - reader->next, (uint64_t)DMG_SORT_IO_RECORDS);
offset-size-arithmetic	libclamav/dmg.c	765	    offset = reader->base + reader->next * (uint64_t)sizeof(struct dmg_block_data);
offset-size-arithmetic	libclamav/dmg.c	773	        return read_result == (size_t)-1 ? CL_EREAD : CL_EPARSE;
offset-size-arithmetic	libclamav/dmg.c	785	    if (reader && reader->position < reader->count)
offset-size-arithmetic	libclamav/dmg.c	786	        reader->position++;
offset-size-arithmetic	libclamav/dmg.c	883	        lseek(destination_fd, seek_offset, SEEK_SET) == (off_t)-1) {
offset-size-arithmetic	libclamav/dmg.c	892	        uint64_t middle = start + MIN(width, count - start);
offset-size-arithmetic	libclamav/dmg.c	893	        uint64_t end    = middle + MIN(width, count - middle);
offset-size-arithmetic	libclamav/dmg.c	938	        stripe_bytes != (uint64_t)mish_set->metadata_len - sizeof(struct dmg_mish_block)) {
offset-size-arithmetic	libclamav/dmg.c	972	        size_t records = (size_t)MIN((uint64_t)run_records, count - start);
offset-size-arithmetic	libclamav/dmg.c	973	        size_t bytes   = records * sizeof(struct dmg_block_data);
offset-size-arithmetic	libclamav/dmg.c	982	        offset = sizeof(struct dmg_mish_block) + start * (uint64_t)sizeof(struct dmg_block_data);
offset-size-arithmetic	libclamav/dmg.c	991	            ret = read_result == (size_t)-1 ? CL_EREAD : CL_EPARSE;
offset-size-arithmetic	libclamav/dmg.h	111	/* 40-byte block, big-endian */
offset-size-arithmetic	libclamav/dmg.h	64	/* 512-byte block, remember these are big-endian! */
offset-size-arithmetic	libclamav/dmg.h	94	/* 204-byte block, still big-endian */
offset-size-arithmetic	libclamav/dsig.c	150	    plain_offset = plain + plen - bn_bytes;
offset-size-arithmetic	libclamav/dsig.c	179	        pass[sizeof(pass) - 1] = '\0';
offset-size-arithmetic	libclamav/dsig.c	234	        snprintf(cmd, sizeof(cmd) - datalen, "ClamSign:%s:%s:", user, pass);
offset-size-arithmetic	libclamav/dsig.c	236	        snprintf(cmd, sizeof(cmd) - datalen, "ClamSignPSS:%s:%s:", user, pass);
offset-size-arithmetic	libclamav/dsig.c	238	        snprintf(cmd, sizeof(cmd) - datalen, "ClamSignPSS2:%s:%s:", user, pass);
offset-size-arithmetic	libclamav/dsig.c	243	    len += datalen;
offset-size-arithmetic	libclamav/dsig.c	257	    if ((bread = recv(sockd, buff, sizeof(buff) - 1, 0)) > 0) {
offset-size-arithmetic	libclamav/dsig.c	265	            cli_infomsg(NULL, "Signature received (length = %lu)\n", (unsigned long)strlen(buff) - 10);
offset-size-arithmetic	libclamav/dsig.c	302	    if (strlen(md5) != MD5_HASH_SIZE * 2 || !isalnum(md5[0])) {
offset-size-arithmetic	libclamav/dsig.c	84	static unsigned char *cli_decodesig(const char *sig, unsigned int plen, BIGNUM *e, BIGNUM *n)
offset-size-arithmetic	libclamav/egg.c	1005	    handle->offset += sizeof(extra_field);
offset-size-arithmetic	libclamav/egg.c	1008	        /* size is uint32_t */
offset-size-arithmetic	libclamav/egg.c	1017	        handle->offset += sizeof(uint32_t);
offset-size-arithmetic	libclamav/egg.c	1020	        /* size is uint16_t */
offset-size-arithmetic	libclamav/egg.c	1029	        handle->offset += sizeof(uint16_t);
offset-size-arithmetic	libclamav/egg.c	1036	    payload_offset = handle->offset;
offset-size-arithmetic	libclamav/egg.c	1039	        size_t header_size = sizeof(extra_field) + size_field_size;
offset-size-arithmetic	libclamav/egg.c	1046	        payload_size -= header_size;
offset-size-arithmetic	libclamav/egg.c	1121	                                                                         payload_size, &handle->encrypt))) {
offset-size-arithmetic	libclamav/egg.c	1132	    handle->offset = payload_offset + payload_size;
offset-size-arithmetic	libclamav/egg.c	123	    uint64_t file_length; /* Total size of the file */
offset-size-arithmetic	libclamav/egg.c	1255	    handle->offset += sizeof(extra_field);
offset-size-arithmetic	libclamav/egg.c	1258	        /* size is uint32_t */
offset-size-arithmetic	libclamav/egg.c	1267	        handle->offset += sizeof(uint32_t);
