category	file	line	text
native-width-integer	libclamav/asn1.c	184	static int map_sha2_512(fmap_t *map, const void *data, unsigned int len, uint8_t sha2_512[SHA512_HASH_SIZE])
native-width-integer	libclamav/asn1.c	1887	            int content;
native-width-integer	libclamav/asn1.c	189	static int map_sha2_384(fmap_t *map, const void *data, unsigned int len, uint8_t sha2_384[SHA384_HASH_SIZE])
native-width-integer	libclamav/asn1.c	194	static int map_sha2_256(fmap_t *map, const void *data, unsigned int len, uint8_t sha2_256[SHA256_HASH_SIZE])
native-width-integer	libclamav/asn1.c	1982	            cli_dbgmsg("asn1_parse_mscat: encryptedDigest too long\n");
native-width-integer	libclamav/asn1.c	199	static int map_sha1(fmap_t *map, const void *data, unsigned int len, uint8_t sha1[SHA1_HASH_SIZE])
native-width-integer	libclamav/asn1.c	2010	            attrs_region.size   = (size_t)attrs_size - 1;
native-width-integer	libclamav/asn1.c	204	static int map_md5(fmap_t *map, const void *data, unsigned int len, uint8_t *md5)
native-width-integer	libclamav/asn1.c	2074	            int content;
native-width-integer	libclamav/asn1.c	209	static int map_hash(fmap_t *map, const void *data, unsigned int len, uint8_t *out_hash, cli_crt_hashtype hashtype)
native-width-integer	libclamav/asn1.c	2206	int asn1_load_mscat(fmap_t *map, struct cl_engine *engine)
native-width-integer	libclamav/asn1.c	2209	    unsigned int size;
native-width-integer	libclamav/asn1.c	2210	    unsigned int i;
native-width-integer	libclamav/asn1.c	2258	            int hashed_obj_type;
native-width-integer	libclamav/asn1.c	2261	            unsigned int hashsize;
native-width-integer	libclamav/asn1.c	2401	        size_t at        = regions[i].offset;
native-width-integer	libclamav/asn1.c	2402	        size_t remaining = regions[i].size;
native-width-integer	libclamav/asn1.c	2406	            size_t chunk = MIN(remaining, (size_t)CLI_AUTHENTICODE_HASH_CHUNK_SIZE);
native-width-integer	libclamav/asn1.c	2451	cl_error_t asn1_check_mscat(struct cl_engine *engine, fmap_t *map, size_t offset, unsigned int size, const struct cli_mapped_region *regions, uint32_t nregions, cli_ctx *ctx)
native-width-integer	libclamav/asn1.c	2453	    unsigned int content_size;
native-width-integer	libclamav/asn1.c	2457	    unsigned int hashsize;
native-width-integer	libclamav/asn1.c	2460	    int ret;
native-width-integer	libclamav/asn1.c	2462	    unsigned int i;
native-width-integer	libclamav/asn1.c	2464	    cli_dbgmsg("in asn1_check_mscat (offset: %llu)\n", (long long unsigned)offset);
native-width-integer	libclamav/asn1.c	258	static int asn1_get_obj(fmap_t *map, const void *asn1data, unsigned int *asn1len, struct cli_asn1 *obj)
native-width-integer	libclamav/asn1.c	260	    unsigned int asn1_sz   = *asn1len;
native-width-integer	libclamav/asn1.c	261	    unsigned int readbytes = MIN(6, asn1_sz), i;
native-width-integer	libclamav/asn1.c	312	static int asn1_expect_objtype(fmap_t *map, const void *asn1data, unsigned int *asn1len, struct cli_asn1 *obj, uint8_t type)
native-width-integer	libclamav/asn1.c	314	    int ret = asn1_get_obj(map, asn1data, asn1len, obj);
native-width-integer	libclamav/asn1.c	324	static int asn1_expect_obj(fmap_t *map, const void **asn1data, unsigned int *asn1len, uint8_t type, unsigned int size, const void *content)
native-width-integer	libclamav/asn1.c	327	    int ret = asn1_expect_objtype(map, *asn1data, asn1len, &obj, type);
native-width-integer	libclamav/asn1.c	348	static int asn1_expect_algo(fmap_t *map, const void **asn1data, unsigned int *asn1len, unsigned int algo_size, const void *algo)
native-width-integer	libclamav/asn1.c	351	    unsigned int avail;
native-width-integer	libclamav/asn1.c	352	    int ret;
native-width-integer	libclamav/asn1.c	377	    const unsigned int oid_bytes_len;
native-width-integer	libclamav/asn1.c	378	    const int context[2];
native-width-integer	libclamav/asn1.c	381	static const oid_alternative_t *asn1_expect_algo_multi(fmap_t *map, const void **asn1data, unsigned int *asn1len,
native-width-integer	libclamav/asn1.c	382	                                                       const oid_alternative_t alts[], unsigned int alts_count)
native-width-integer	libclamav/asn1.c	385	    unsigned int avail;
native-width-integer	libclamav/asn1.c	386	    unsigned int i;
native-width-integer	libclamav/asn1.c	442	static int asn1_expect_hash_algo(fmap_t *map, const void **asn1data, unsigned int *asn1len, cli_crt_hashtype *hashtype, unsigned int *hashsize)
native-width-integer	libclamav/asn1.c	470	static int asn1_expect_rsa(fmap_t *map, const void **asn1data, unsigned int *asn1len, cli_crt_hashtype *hashtype)
native-width-integer	libclamav/asn1.c	510	static int asn1_expect_list_member(fmap_t *map, const void **asn1data, unsigned int *asn1len)
native-width-integer	libclamav/asn1.c	527	static int asn1_getnum(const char *s)
native-width-integer	libclamav/asn1.c	536	static int asn1_get_time(fmap_t *map, const void **asn1data, unsigned int *size, int64_t *tm)
native-width-integer	libclamav/asn1.c	539	    int ret = asn1_get_obj(map, *asn1data, size, &obj);
native-width-integer	libclamav/asn1.c	540	    unsigned int len;
native-width-integer	libclamav/asn1.c	543	    int n;
native-width-integer	libclamav/asn1.c	650	static int asn1_get_rsa_pubkey(fmap_t *map, const void **asn1data, unsigned int *size, cli_crt *x509)
native-width-integer	libclamav/asn1.c	653	    unsigned int avail, avail2;
native-width-integer	libclamav/asn1.c	739	static int asn1_get_x509(fmap_t *map, const void **asn1data, unsigned int *size, crtmgr *crts)
native-width-integer	libclamav/asn1.c	742	    unsigned int avail, tbssize, issuersize;
native-width-integer	libclamav/asn1.c	747	    int ret = ASN1_GET_X509_UNRECOVERABLE_ERROR;
native-width-integer	libclamav/asn1.c	748	    unsigned int version;
native-width-integer	libclamav/asn1.c	894	                int have_key_usage = 0;
native-width-integer	libclamav/asn1.c	895	                int have_ext_key   = 0;
native-width-integer	libclamav/asn1.h	29	    size_t offset;
native-width-integer	libclamav/asn1.h	30	    size_t size;
native-width-integer	libclamav/asn1.h	51	int asn1_load_mscat(fmap_t *map, struct cl_engine *engine);
native-width-integer	libclamav/asn1.h	52	cl_error_t asn1_check_mscat(struct cl_engine *engine, fmap_t *map, size_t offset, unsigned int size, const struct cli_mapped_region *regions, uint32_t nregions, cli_ctx *ctx);
native-width-integer	libclamav/aspack.c	100	    *buffer_size = (size_t)required;
native-width-integer	libclamav/aspack.c	104	static inline int readstream(struct ASPK *stream)
native-width-integer	libclamav/aspack.c	115	static uint32_t getdec(struct ASPK *stream, uint8_t which, int *err)
native-width-integer	libclamav/aspack.c	226	static uint8_t getbits(struct ASPK *stream, uint32_t num, int *err)
native-width-integer	libclamav/aspack.c	242	static int build_decrypt_dictionaries(struct ASPK *stream)
native-width-integer	libclamav/aspack.c	244	    unsigned int counter;
native-width-integer	libclamav/aspack.c	246	    int oob;
native-width-integer	libclamav/aspack.c	306	static int decrypt(struct ASPK *stream, uint8_t *stuff, uint32_t size, uint8_t *output)
native-width-integer	libclamav/aspack.c	311	    int oob;
native-width-integer	libclamav/aspack.c	385	static int decomp_block(struct ASPK *stream, uint32_t size, uint8_t *stuff, uint8_t *output)
native-width-integer	libclamav/aspack.c	401	int unaspack(uint8_t *image, unsigned int size, struct cli_exe_section *sections, uint16_t sectcount, uint32_t ep, uint32_t base, int f, aspack_version_t version, cli_ctx *ctx)
native-width-integer	libclamav/aspack.c	407	    size_t block_buffer_size;
native-width-integer	libclamav/aspack.c	67	    int dict_ok;
native-width-integer	libclamav/aspack.c	74	static int aspack_checktimelimit(struct ASPK *stream)
native-width-integer	libclamav/aspack.c	89	cl_error_t cli_aspack_block_buffer_size(uint32_t block_size, size_t *buffer_size)
native-width-integer	libclamav/aspack.h	47	cl_error_t cli_aspack_block_buffer_size(uint32_t block_size, size_t *buffer_size);
native-width-integer	libclamav/aspack.h	49	int unaspack(uint8_t *image, unsigned int size, struct cli_exe_section *sections, uint16_t sectcount, uint32_t ep, uint32_t base, int f, aspack_version_t version, struct cli_ctx_tag *);
native-width-integer	libclamav/autoit.c	1020	    size_t chunk;
native-width-integer	libclamav/autoit.c	1021	    size_t i;
native-width-integer	libclamav/autoit.c	1068	                                           size_t offset, uint32_t size, void *key_ctx,
native-width-integer	libclamav/autoit.c	1071	    if (offset > map->len || (size_t)size > map->len - offset) {
native-width-integer	libclamav/autoit.c	1076	    UNP->input_capacity = MIN((size_t)size, (size_t)AUTOIT_INPUT_CHUNK);
native-width-integer	libclamav/autoit.c	1095	static bool autoit_input_read(struct UNP *UNP, cli_ctx *ctx, uint8_t *buffer, size_t length)
native-width-integer	libclamav/autoit.c	1097	    size_t i;
native-width-integer	libclamav/autoit.c	1153	    int i;
native-width-integer	libclamav/autoit.c	1154	    unsigned int files          = 0;
native-width-integer	libclamav/autoit.c	1156	    int tempfd                  = -1;
native-width-integer	libclamav/autoit.c	1161	    size_t input_offset;
native-width-integer	libclamav/autoit.c	1162	    size_t next_offset;
native-width-integer	libclamav/autoit.c	1285	            if (input_offset > map->len || (size_t)UNP.csize > map->len - input_offset) {
native-width-integer	libclamav/autoit.c	1290	            if (input_offset > SIZE_MAX - (size_t)UNP.csize) {
native-width-integer	libclamav/autoit.c	1295	            next_offset = input_offset + (size_t)UNP.csize;
native-width-integer	libclamav/autoit.c	1446	            if (input_offset > map->len || (size_t)UNP.csize > map->len - input_offset) {
native-width-integer	libclamav/autoit.c	1451	            if (input_offset > SIZE_MAX - (size_t)UNP.csize) {
native-width-integer	libclamav/autoit.c	1456	            next_offset = input_offset + (size_t)UNP.csize;
native-width-integer	libclamav/autoit.c	1477	                size_t chunk = MIN(next_offset - input_offset, sizeof(stored_buffer));
native-width-integer	libclamav/autoit.c	1478	                size_t j;
native-width-integer	libclamav/autoit.c	1614	    unsigned int i;
native-width-integer	libclamav/autoit.c	1670	    int stream_tempfd = -1;
native-width-integer	libclamav/autoit.c	1671	    int script_tempfd = -1;
native-width-integer	libclamav/autoit.c	1680	    size_t input_offset;
native-width-integer	libclamav/autoit.c	1681	    size_t next_offset;
native-width-integer	libclamav/autoit.c	1729	        if (!autoit_require_range(ctx, map, base, (size_t)s * 2, "AutoIt EA06 magic string is truncated"))
native-width-integer	libclamav/autoit.c	1733	            unsigned int printable_len;
native-width-integer	libclamav/autoit.c	1735	            memcpy(b, base, (size_t)s * 2);
native-width-integer	libclamav/autoit.c	1745	            cli_dbgmsg("autoit: magic string too long to print\n");
native-width-integer	libclamav/autoit.c	1748	        base += (size_t)s * 2;
native-width-integer	libclamav/autoit.c	1762	        if (!autoit_require_range(ctx, map, base, (size_t)s * 2, "AutoIt EA06 filename is truncated"))
native-width-integer	libclamav/autoit.c	1766	            memcpy(b, base, (size_t)s * 2);
native-width-integer	libclamav/autoit.c	1775	        base += (size_t)s * 2;
native-width-integer	libclamav/autoit.c	1817	            if (input_offset > map->len || (size_t)UNP.csize > map->len - input_offset) {
native-width-integer	libclamav/autoit.c	1821	            if (input_offset > SIZE_MAX - (size_t)UNP.csize) {
native-width-integer	libclamav/autoit.c	1825	            next_offset = input_offset + (size_t)UNP.csize;
native-width-integer	libclamav/autoit.c	2014	            if (input_offset > map->len || (size_t)UNP.csize > map->len - input_offset) {
native-width-integer	libclamav/autoit.c	2018	            if (input_offset > SIZE_MAX - (size_t)UNP.csize) {
native-width-integer	libclamav/autoit.c	2022	            next_offset = input_offset + (size_t)UNP.csize;
native-width-integer	libclamav/autoit.c	2049	                size_t chunk = MIN(next_offset - input_offset, sizeof(stored_buffer));
native-width-integer	libclamav/autoit.c	2050	                size_t j;
native-width-integer	libclamav/autoit.c	2235	                            cli_dbgmsg("autoit: not enough space for an int\n");
native-width-integer	libclamav/autoit.c	2241	                            int formatted_len;
native-width-integer	libclamav/autoit.c	2250	                            if (formatted_len < 0 || (size_t)formatted_len >= sizeof(formatted)) {
native-width-integer	libclamav/autoit.c	2255	                                autoit_script_output_append(&script_output, formatted, (size_t)formatted_len));
native-width-integer	libclamav/autoit.c	2263	                        int formatted_len;
native-width-integer	libclamav/autoit.c	2282	                        formatted_len = snprintf(formatted, sizeof(formatted), "0x%016lx ", (unsigned long int)val);
native-width-integer	libclamav/autoit.c	2283	                        if (formatted_len < 0 || (size_t)formatted_len >= sizeof(formatted)) {
native-width-integer	libclamav/autoit.c	2288	                            autoit_script_output_append(&script_output, formatted, (size_t)formatted_len));
native-width-integer	libclamav/autoit.c	2305	                            unsigned int k;
native-width-integer	libclamav/autoit.c	2306	                            int formatted_len;
native-width-integer	libclamav/autoit.c	2321	                            if (formatted_len < 0 || (size_t)formatted_len >= sizeof(formatted)) {
native-width-integer	libclamav/autoit.c	2326	                                autoit_script_output_append(&script_output, formatted, (size_t)formatted_len));
native-width-integer	libclamav/autoit.c	2344	                        size_t probe_len;
native-width-integer	libclamav/autoit.c	2345	                        size_t sample_len;
native-width-integer	libclamav/autoit.c	2346	                        size_t j;
native-width-integer	libclamav/autoit.c	2347	                        size_t chunk;
native-width-integer	libclamav/autoit.c	2350	                        size_t input_at;
native-width-integer	libclamav/autoit.c	2351	                        size_t converted_chars;
native-width-integer	libclamav/autoit.c	2352	                        size_t count;
native-width-integer	libclamav/autoit.c	2353	                        size_t unicode_count;
native-width-integer	libclamav/autoit.c	2386	                            probe_len = MIN((size_t)dchars, sizeof(probe));
native-width-integer	libclamav/autoit.c	2401	                                sample_len = MIN((size_t)20, (size_t)(dchars & ~1U));
native-width-integer	libclamav/autoit.c	2414	                                    count = MIN((size_t)(converted_chars - i), sizeof(input_chunk) / 2);
native-width-integer	libclamav/autoit.c	2416	                                        input_at = (size_t)UNP.cur_input + 2 + (size_t)i * 2;
native-width-integer	libclamav/autoit.c	2418	                                        input_at = (size_t)UNP.cur_input + (size_t)i * 2;
native-width-integer	libclamav/autoit.c	2432	                                    chunk = MIN((size_t)(chars - i), sizeof(input_chunk));
native-width-integer	libclamav/autoit.c	2562	cl_error_t cli_scanautoit(cli_ctx *ctx, off_t offset)
native-width-integer	libclamav/autoit.c	2584	    if (offset < 0 || (uint64_t)offset > SIZE_MAX || (size_t)offset >= map->len) {
native-width-integer	libclamav/autoit.c	46	static int fpu_words = FPU_ENDIAN_INITME;
native-width-integer	libclamav/autoit.c	505	static unsigned int u2a(uint8_t *dest, unsigned int len)
native-width-integer	libclamav/autoit.c	508	    unsigned int i, j;
native-width-integer	libclamav/autoit.c	517	        unsigned int cnt = 0;
native-width-integer	libclamav/autoit.c	551	        unsigned int i;
native-width-integer	libclamav/autoit.c	573	    unsigned int i;
native-width-integer	libclamav/autoit.c	588	static void MT_decrypt(uint8_t *buf, unsigned int size, uint32_t seed)
native-width-integer	libclamav/autoit.c	611	    size_t output_pending_length;
native-width-integer	libclamav/autoit.c	612	    int output_fd;
native-width-integer	libclamav/autoit.c	614	    size_t input_capacity;
native-width-integer	libclamav/autoit.c	615	    size_t input_window_pos;
native-width-integer	libclamav/autoit.c	616	    size_t input_window_len;
native-width-integer	libclamav/autoit.c	617	    size_t input_source_offset;
native-width-integer	libclamav/autoit.c	618	    size_t input_source_remaining;
native-width-integer	libclamav/autoit.c	646	    size_t pending_length;
native-width-integer	libclamav/autoit.c	647	    int fd;
native-width-integer	libclamav/autoit.c	694	static cl_error_t autoit_output_init(struct UNP *UNP, int output_fd)
native-width-integer	libclamav/autoit.c	779	static cl_error_t autoit_script_output_init(struct autoit_script_output *output, cli_ctx *ctx, int fd)
native-width-integer	libclamav/autoit.c	796	                                              const void *data, size_t length)
native-width-integer	libclamav/autoit.c	817	        size_t available = AUTOIT_OUTPUT_CHUNK - output->pending_length;
native-width-integer	libclamav/autoit.c	818	        size_t chunk     = MIN(length, available);
native-width-integer	libclamav/autoit.c	843	                                             const char *token, size_t length)
native-width-integer	libclamav/autoit.c	852	static bool autoit_require_range(cli_ctx *ctx, fmap_t *map, const uint8_t *cursor, size_t length, const char *reason)
native-width-integer	libclamav/autoit.c	863	static void autoit_note_cleanup_failure(cli_ctx *ctx, cl_error_t *status, int failed,
native-width-integer	libclamav/autoit.c	873	static cl_error_t autoit_release_temp_member(cli_ctx *ctx, int *tempfd, char **tempfile,
native-width-integer	libclamav/autoit.c	895	static cl_error_t autoit_scan_temp_member(cli_ctx *ctx, int *tempfd, char **tempfile,
native-width-integer	libclamav/autoit.c	913	static bool autoit_script_read(cli_ctx *ctx, int input_fd, uint32_t offset, void *destination, size_t length,
native-width-integer	libclamav/autoit.c	916	    ssize_t bytes_read;
native-width-integer	libclamav/autoit.c	921	    bytes_read = pread(input_fd, destination, length, (off_t)offset);
native-width-integer	libclamav/autoit.c	922	    if (bytes_read != (ssize_t)length) {
native-width-integer	libclamav/autoit.c	931	                                      int *output_fd, char **output_file,
native-width-integer	libclamav/autoit.c	932	                                      int *input_fd, char **input_file,
native-width-integer	libclamav/autoit.c	941	cl_error_t cli_autoit_header_check(cli_ctx *ctx, off_t offset)
native-width-integer	libclamav/autoit.c	969	    size_t remaining;
native-width-integer	libclamav/autoit.c	982	    remaining = ctx->fmap->len - (size_t)offset;
native-width-integer	libclamav/autoit.h	26	cl_error_t cli_autoit_header_check(cli_ctx *ctx, off_t offset);
native-width-integer	libclamav/autoit.h	27	cl_error_t cli_scanautoit(cli_ctx *ctx, off_t offset);
native-width-integer	libclamav/binhex.c	202	                unsigned int todo = MIN(dec_done, datalen);
native-width-integer	libclamav/binhex.c	267	                unsigned int todo = MIN(dec_done, reslen);
native-width-integer	libclamav/binhex.c	89	int cli_binhex(cli_ctx *ctx)
native-width-integer	libclamav/binhex.c	94	    size_t enc_done = 0, enc_todo;
native-width-integer	libclamav/binhex.c	95	    unsigned int dec_done = 0, chunksz = 0, chunkoff = 0;
native-width-integer	libclamav/binhex.c	99	    int in_data = 0, in_run = 0, datafd, resfd;
native-width-integer	libclamav/binhex.h	26	int cli_binhex(cli_ctx *ctx);
native-width-integer	libclamav/blob.c	116	void blobArrayDestroy(blob *blobList[], int n)
native-width-integer	libclamav/blob.c	192	int blobAddData(blob *b, const unsigned char *data, size_t len)
native-width-integer	libclamav/blob.c	195	    static int pagesize = 0;
native-width-integer	libclamav/blob.c	197	    size_t required;
native-width-integer	libclamav/blob.c	198	    size_t growth;
native-width-integer	libclamav/blob.c	199	    size_t allocation;
native-width-integer	libclamav/blob.c	239	    growth = (size_t)pagesize;
native-width-integer	libclamav/blob.c	240	    if (len >= (size_t)pagesize)
native-width-integer	libclamav/blob.c	241	        growth = (len > (size_t)CLI_MAX_ALLOCATION - (size_t)pagesize)
native-width-integer	libclamav/blob.c	243	                     : ((len / (size_t)pagesize) + 1) * (size_t)pagesize;
native-width-integer	libclamav/blob.c	253	        b->size   = (off_t)allocation;
native-width-integer	libclamav/blob.c	259	    } else if (b->size < (off_t)required) {
native-width-integer	libclamav/blob.c	260	        if ((size_t)b->size > (size_t)CLI_MAX_ALLOCATION - growth)
native-width-integer	libclamav/blob.c	263	            allocation = (size_t)b->size + growth;
native-width-integer	libclamav/blob.c	272	        b->size = (off_t)allocation;
native-width-integer	libclamav/blob.c	276	    growth = len > (size_t)CLI_MAX_ALLOCATION / 4 ? len : len * 4;
native-width-integer	libclamav/blob.c	282	        b->size   = (off_t)allocation;
native-width-integer	libclamav/blob.c	288	    } else if (b->size < (off_t)required) {
native-width-integer	libclamav/blob.c	289	        if ((size_t)b->size > (size_t)CLI_MAX_ALLOCATION - growth)
native-width-integer	libclamav/blob.c	292	            allocation = (size_t)b->size + growth;
native-width-integer	libclamav/blob.c	301	        b->size = (off_t)allocation;
native-width-integer	libclamav/blob.c	308	        b->len = (off_t)required;
native-width-integer	libclamav/blob.c	329	size_t
native-width-integer	libclamav/blob.c	361	                       (unsigned long)b->size);
native-width-integer	libclamav/blob.c	371	                       (unsigned long)(b->size - b->len),
native-width-integer	libclamav/blob.c	372	                       (unsigned long)b->size);
native-width-integer	libclamav/blob.c	383	int blobcmp(const blob *b1, const blob *b2)
native-width-integer	libclamav/blob.c	385	    size_t s1, s2;
native-width-integer	libclamav/blob.c	408	int blobGrow(blob *b, size_t len)
native-width-integer	libclamav/blob.c	410	    size_t required;
native-width-integer	libclamav/blob.c	411	    size_t allocation;
native-width-integer	libclamav/blob.c	442	            b->size = (off_t)allocation;
native-width-integer	libclamav/blob.c	444	        if ((size_t)b->size > (size_t)CLI_MAX_ALLOCATION - len)
native-width-integer	libclamav/blob.c	447	            allocation = (size_t)b->size + len;
native-width-integer	libclamav/blob.c	454	            b->size = (off_t)allocation;
native-width-integer	libclamav/blob.c	517	static int
native-width-integer	libclamav/blob.c	549	static int
native-width-integer	libclamav/blob.c	575	int fileblobScanAndDestroy(fileblob *fb)
native-width-integer	libclamav/blob.c	65	static int blob_checked_required_size(const blob *b, size_t additional, size_t *required)
native-width-integer	libclamav/blob.c	668	                       (unsigned long)fb->b.len);
native-width-integer	libclamav/blob.c	70	        additional > (size_t)CLI_MAX_ALLOCATION ||
native-width-integer	libclamav/blob.c	75	    *required = (size_t)b->len + additional;
native-width-integer	libclamav/blob.c	771	int fileblobAddData(fileblob *fb, const unsigned char *data, size_t len)
native-width-integer	libclamav/blob.c	795	            int do_scan = 1;
native-width-integer	libclamav/blob.c	803	                int stateful_matchers = 0;
native-width-integer	libclamav/blob.c	804	                unsigned int matcher_index;
native-width-integer	libclamav/blob.c	834	                        size_t scan_offset = 0;
native-width-integer	libclamav/blob.c	835	                        size_t overlap     = 0;
native-width-integer	libclamav/blob.c	836	                        unsigned int i;
native-width-integer	libclamav/blob.c	844	                            size_t chunk_start   = scan_offset > overlap ? scan_offset - overlap : 0;
native-width-integer	libclamav/blob.c	845	                            size_t available     = len - chunk_start;
native-width-integer	libclamav/blob.c	882	                       (unsigned long)len, fb->b.name);
native-width-integer	libclamav/blob.c	947	    if (fflush(fb->fp) != 0 || lseek(fb->fd, 0, SEEK_SET) == (off_t)-1 || FSTAT(fb->fd, &sb) != 0 || sb.st_size < 0) {
native-width-integer	libclamav/blob.c	977	int fileblobInfected(const fileblob *fb)
native-width-integer	libclamav/blob.h	35	    off_t len;           /* number of bytes of data so far */
native-width-integer	libclamav/blob.h	36	    off_t size;          /* number of bytes allocated to data so far */
native-width-integer	libclamav/blob.h	37	    int isClosed;
native-width-integer	libclamav/blob.h	45	void blobArrayDestroy(blob *b[], int n);
native-width-integer	libclamav/blob.h	48	int blobAddData(blob *b, const unsigned char *data, size_t len);
native-width-integer	libclamav/blob.h	50	size_t blobGetDataSize(const blob *b);
native-width-integer	libclamav/blob.h	52	int blobcmp(const blob *b1, const blob *b2);
native-width-integer	libclamav/blob.h	53	int blobGrow(blob *b, size_t len);
native-width-integer	libclamav/blob.h	60	    int fd;
native-width-integer	libclamav/blob.h	70	    unsigned int isNotEmpty : 1;
native-width-integer	libclamav/blob.h	71	    unsigned int isInfected : 1;
native-width-integer	libclamav/blob.h	72	    unsigned int isIncomplete : 1;
native-width-integer	libclamav/blob.h	77	int fileblobScanAndDestroy(fileblob *fb);
native-width-integer	libclamav/blob.h	84	int fileblobAddData(fileblob *fb, const unsigned char *data, size_t len);
native-width-integer	libclamav/blob.h	86	int fileblobInfected(const fileblob *fb);
native-width-integer	libclamav/bmp.c	53	static cl_error_t bmp_read_exact(cli_ctx *ctx, void *dst, size_t offset, size_t length, const char *reason)
native-width-integer	libclamav/bmp.c	58	    size_t got = fmap_readn(ctx->fmap, dst, offset, length);
native-width-integer	libclamav/bmp.c	62	    if (got == (size_t)-1) {
native-width-integer	libclamav/builtin_bytecodes.h	162	  int s = disable_bytecode_if("",0,0);
native-width-integer	libclamav/builtin_bytecodes.h	96	int entrypoint()
native-width-integer	libclamav/bytecode.c	1005	cl_error_t cli_bytecode_table_size_check(size_t count, size_t element_size)
native-width-integer	libclamav/bytecode.c	1016	cl_error_t cli_bytecode_layout_size_add(size_t current, size_t alignment,
native-width-integer	libclamav/bytecode.c	1017	                                        size_t amount, size_t *next)
native-width-integer	libclamav/bytecode.c	1019	    size_t aligned;
native-width-integer	libclamav/bytecode.c	1103	        unsigned long m0 = magic1 >> 32;
native-width-integer	libclamav/bytecode.c	1104	        unsigned long m1 = magic1;
native-width-integer	libclamav/bytecode.c	1119	        long line_length = strtol((const char *)buffer + offset, &pos, 10);
native-width-integer	libclamav/bytecode.c	1173	        cli_errmsg("Invalid type id: %llu\n", (unsigned long long)t);
native-width-integer	libclamav/bytecode.c	123	int cli_bytecode_api_allowed_for_format(unsigned formatlevel, unsigned api_id)
native-width-integer	libclamav/bytecode.c	133	int cli_bytecode_global_allowed_for_format(unsigned formatlevel, unsigned global_id)
native-width-integer	libclamav/bytecode.c	1748	    new_nodes = cli_max_realloc(bc->dbgnodes, (size_t)new_count * sizeof(*new_nodes));
native-width-integer	libclamav/bytecode.c	1751	    memset(new_nodes + b, 0, (size_t)numMD * sizeof(*new_nodes));
native-width-integer	libclamav/bytecode.c	2190	    unsigned long run_count;
native-width-integer	libclamav/bytecode.c	2191	    unsigned long match_count;
native-width-integer	libclamav/bytecode.c	2194	static int sigelem_comp(const void *a, const void *b)
native-width-integer	libclamav/bytecode.c	2204	    int i, elems = 0, max_name_len = 0, name_len;
native-width-integer	libclamav/bytecode.c	221	        int fd;
native-width-integer	libclamav/bytecode.c	2223	            name_len = (int)strlen(name);
native-width-integer	libclamav/bytecode.c	2236	    if (max_name_len < (int)strlen("Bytecode name"))
native-width-integer	libclamav/bytecode.c	2237	        max_name_len = (int)strlen("Bytecode name");
native-width-integer	libclamav/bytecode.c	2257	    int ret;
native-width-integer	libclamav/bytecode.c	2306	cl_error_t cli_bytecode_load(struct cli_bc *bc, FILE *f, struct cli_dbio *dbio, int trust, int sigperf)
native-width-integer	libclamav/bytecode.c	2314	    int end = 0;
native-width-integer	libclamav/bytecode.c	2335	            unsigned long parsed;
native-width-integer	libclamav/bytecode.c	2467	                 * otherwise we get 'Line too long for provided buffer' */
native-width-integer	libclamav/bytecode.c	2496	    {BCEV_DBG_INT, "debug int", ev_int, multiple_sum},
native-width-integer	libclamav/bytecode.c	2505	static int register_events(cli_events_t *ev)
native-width-integer	libclamav/bytecode.c	2507	    size_t i;
native-width-integer	libclamav/bytecode.c	2787	static inline int get_geptypesize(const struct cli_bc *bc, uint16_t tid)
native-width-integer	libclamav/bytecode.c	2806	static int calc_gepz(struct cli_bc *bc, struct cli_bc_func *func, uint16_t tid, operand_t op)
native-width-integer	libclamav/bytecode.c	2848	    size_t global_size = 0, next_size;
native-width-integer	libclamav/bytecode.c	2943	        size_t function_size = 0, next_size;
native-width-integer	libclamav/bytecode.c	2953	        map       = cli_max_malloc(sizeof(*map) * (size_t)totValues);
native-width-integer	libclamav/bytecode.c	2955	            cli_errmsg("interpreter: Unable to allocate memory for map: %zu\n", sizeof(*map) * (size_t)totValues);
native-width-integer	libclamav/bytecode.c	3110	                    if ((int)(inst->u.three[0]) == -1)
native-width-integer	libclamav/bytecode.c	3331	static int set_mode(struct cl_engine *engine, enum bytecode_mode mode)
native-width-integer	libclamav/bytecode.c	3597	int cli_bytecode_file_size_compatible(uint64_t file_size)
native-width-integer	libclamav/bytecode.c	361	int cli_bytecode_context_getresult_file(struct cli_bc_ctx *ctx, char **tempfilename,
native-width-integer	libclamav/bytecode.c	364	    int fd;
native-width-integer	libclamav/bytecode.c	3861	            int fd;
native-width-integer	libclamav/bytecode.c	3950	                                       size_t pdfsize, off_t pdfstartoff)
native-width-integer	libclamav/bytecode.c	4009	    int cols;
native-width-integer	libclamav/bytecode.c	4125	            if (len > (unsigned int)cols) {
native-width-integer	libclamav/bytecode.c	4328	    size_t j;
native-width-integer	libclamav/bytecode.c	4453	                if (j == (size_t)(inst->u.ops.numOps - 1)) {
native-width-integer	libclamav/bytecode.c	57	unsigned int g_sigid;
native-width-integer	libclamav/bytecode.c	619	    size_t layout_size = 0, next_size;
native-width-integer	libclamav/bytecode.c	783	                   (unsigned long long)value);
native-width-integer	libclamav/bytecode.c	797	                   (unsigned long long)value);
native-width-integer	libclamav/bytecode.c	817	                   (unsigned long long)encoded, bc->num_func);
native-width-integer	libclamav/bytecode.c	833	                   (unsigned long long)encoded);
